Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,Temp_diff,Power,Torque_per_wear,Type_L,Type_M
299.9,309.5,1451,39.4,18,0,9.600000000000023,5986.765568337877,2.0736842105263156,1,0
299.9,309.4,1467,41.2,20,0,9.5,6329.303887334285,1.961904761904762,1,0
299.9,309.4,1858,22.5,22,0,9.5,4377.809362777377,0.9782608695652174,1,0
300.1,309.4,1559,39.7,24,0,9.299999999999955,6481.346499792518,1.588,1,0
300.1,309.4,1560,47.7,26,0,9.299999999999955,7792.406417964123,1.7666666666666668,1,0
300.1,309.4,1453,47.6,28,0,9.299999999999955,7242.711479390005,1.6413793103448275,1,0
300.1,309.4,1464,41.7,30,0,9.299999999999955,6393.015386349085,1.3451612903225807,1,0
300.0,309.4,1308,50.2,32,0,9.399999999999977,6876.066672765052,1.5212121212121212,1,0
300.1,309.5,1353,50.9,34,0,9.399999999999977,7211.808679654193,1.4542857142857142,1,0
300.2,309.6,1556,35.8,36,0,9.400000000000034,5833.393014989623,0.9675675675675675,0,1
300.2,309.5,2183,17.8,39,0,9.300000000000011,4069.137412586668,0.445,1,0
300.2,309.6,1491,41.8,41,0,9.400000000000034,6526.533074126651,0.9952380952380951,0,1
300.2,309.6,1528,35.1,44,0,9.400000000000034,5616.413682381689,0.78,0,1
300.2,309.6,1430,52.7,47,0,9.400000000000034,7891.7854655726815,1.0979166666666667,1,0
300.2,309.5,1495,32.6,49,0,9.300000000000011,5103.7267052668585,0.652,1,0
300.2,309.5,1630,28.3,51,0,9.300000000000011,4830.617583914785,0.5442307692307693,0,1
300.3,309.6,1524,38.4,54,0,9.300000000000011,6128.367621210681,0.6981818181818181,0,1
300.3,309.6,1326,52.4,57,0,9.300000000000011,7276.179913126247,0.903448275862069,1,0
300.3,309.5,1438,44.0,59,0,9.199999999999989,6625.828345931113,0.7333333333333333,0,0
300.4,309.6,1356,45.9,64,0,9.200000000000045,6517.79944654967,0.7061538461538461,1,0
300.4,309.6,1416,43.3,66,0,9.200000000000045,6420.661401700676,0.6462686567164179,0,0
300.4,309.7,1584,32.6,71,0,9.300000000000011,5407.560602771039,0.4527777777777778,1,0
300.3,309.6,1597,31.8,73,0,9.300000000000011,5318.150875849873,0.4297297297297297,1,0
300.4,309.6,1553,43.9,75,0,9.200000000000045,7139.447328866508,0.5776315789473684,1,0
300.3,309.5,1405,49.4,77,0,9.199999999999989,7268.284043590226,0.6333333333333333,0,1
300.2,309.5,1539,35.3,80,0,9.300000000000011,5689.078720459221,0.43580246913580245,1,0
300.3,309.6,1398,53.7,82,0,9.300000000000011,7861.584288196171,0.6469879518072289,0,1
300.3,309.6,1568,39.6,85,0,9.300000000000011,6502.34281069401,0.4604651162790698,1,0
300.3,309.6,1404,44.6,87,0,9.300000000000011,6557.383513984904,0.5068181818181818,1,0
300.2,309.5,1500,45.7,89,0,9.300000000000011,7178.539213452678,0.5077777777777778,0,1
300.2,309.5,1642,28.8,92,0,9.300000000000011,4952.155331706662,0.3096774193548387,0,1
300.3,309.6,1509,46.6,95,0,9.300000000000011,7363.830348161403,0.48541666666666666,0,1
300.2,309.5,1343,50.2,98,0,9.300000000000011,7060.059282510294,0.5070707070707071,1,0
300.1,309.5,1450,40.1,100,0,9.399999999999977,6088.930161432618,0.39702970297029705,1,0
300.0,309.4,1460,43.5,102,0,9.399999999999977,6650.751647649593,0.4223300970873786,1,0
300.0,309.3,1364,41.2,104,0,9.300000000000011,5884.915134508496,0.3923809523809524,1,0
299.9,309.3,1452,41.9,106,0,9.400000000000034,6371.024237773957,0.39158878504672895,0,1
299.9,309.3,1471,41.8,109,0,9.400000000000034,6438.987358846616,0.37999999999999995,1,0
299.9,309.2,1598,34.6,111,0,9.300000000000011,5790.039036370084,0.30892857142857144,1,0
299.8,309.1,1772,24.8,113,0,9.300000000000011,4601.97247058652,0.21754385964912282,1,0
299.9,309.2,1761,25.6,115,0,9.300000000000011,4720.934112402454,0.22068965517241382,1,0
300.0,309.3,1413,40.7,117,0,9.300000000000011,6022.338869152026,0.34491525423728814,0,1
300.0,309.3,1887,22.6,120,0,9.300000000000011,4465.899620784035,0.18677685950413225,1,0
300.0,309.3,1395,56.5,122,0,9.300000000000011,8253.749299143783,0.45934959349593496,1,0
300.1,309.4,1569,31.6,124,0,9.299999999999955,5192.047346734779,0.2528,0,1
300.1,309.4,1434,47.3,127,0,9.299999999999955,7102.952494207307,0.36953125,1,0
300.2,309.5,1417,41.1,129,0,9.300000000000011,6098.74240248733,0.3161538461538462,1,0
300.2,309.5,1729,28.4,131,0,9.300000000000011,5142.1169674937255,0.21515151515151515,1,0
300.2,309.5,1356,51.1,133,0,9.300000000000011,7256.199383849416,0.3813432835820896,1,0
300.2,309.5,1436,48.8,135,0,9.300000000000011,7338.425335569374,0.3588235294117647,1,0
300.3,309.6,1419,42.5,137,0,9.300000000000011,6315.386631878881,0.3079710144927536,0,1
300.3,309.6,1593,38.1,140,0,9.300000000000011,6355.787513404046,0.2702127659574468,1,0
300.3,309.5,1320,62.2,142,0,9.199999999999989,8597.910774344546,0.43496503496503497,0,1
300.3,309.5,1448,42.4,145,0,9.199999999999989,6429.290309522536,0.29041095890410956,0,1
300.3,309.4,1470,33.5,148,0,9.099999999999966,5156.924340867645,0.22483221476510068,1,0
300.3,309.4,1612,33.1,150,0,9.099999999999966,5587.55291787071,0.21920529801324504,0,1
300.4,309.4,1412,51.6,153,0,9.0,7629.797582214316,0.33506493506493507,1,0
300.4,309.4,1875,23.9,155,0,9.0,4692.754026299754,0.1532051282051282,0,1
300.3,309.3,1612,36.0,158,0,9.0,6077.096829104095,0.22641509433962265,1,0
300.4,309.3,1411,41.6,160,0,8.900000000000034,6146.798298111741,0.25838509316770186,0,1
300.3,309.2,1490,47.9,163,0,8.899999999999977,7473.953642645237,0.2920731707317073,0,1
300.4,309.3,1467,40.3,166,0,8.900000000000034,6191.042394649798,0.24131736526946107,0,1
300.3,309.2,1807,26.4,169,0,8.899999999999977,4995.634974032345,0.1552941176470588,1,0
300.3,309.1,1368,46.0,171,0,8.800000000000011,6589.804750169949,0.26744186046511625,1,0
300.3,309.2,1572,32.0,173,0,8.899999999999977,5267.822561539365,0.1839080459770115,1,0
300.3,309.1,1458,44.3,175,0,8.800000000000011,6763.786151325751,0.25170454545454546,0,1
300.3,309.1,1699,30.3,178,0,8.800000000000011,5390.941577633549,0.1692737430167598,1,0
300.3,309.3,1478,39.5,180,0,9.0,6113.644023640857,0.21823204419889503,1,0
300.4,309.4,1362,42.1,182,0,9.0,6004.651702512315,0.23005464480874319,0,1
300.4,309.4,1487,38.9,185,0,9.0,6057.440931068136,0.20913978494623656,0,0
300.3,309.4,1705,29.4,190,0,9.099999999999966,5249.287164883185,0.1539267015706806,1,0
300.3,309.3,1345,53.5,192,0,9.0,7535.3717790229175,0.2772020725388601,1,0
300.3,309.2,1532,40.2,194,0,8.899999999999977,6449.312726701415,0.20615384615384616,1,0
300.3,309.2,1650,35.2,196,0,8.899999999999977,6082.123377349841,0.1786802030456853,1,0
300.3,309.2,1398,54.4,198,0,8.899999999999977,7964.063040556269,0.2733668341708543,1,0
300.3,309.2,1412,44.8,200,0,8.899999999999977,6624.32038145739,0.22288557213930346,1,0
300.4,309.3,1525,39.6,202,0,8.900000000000034,6324.026011676254,0.19507389162561578,1,0
300.3,309.3,1391,57.9,204,0,9.0,8434.013885606766,0.2824390243902439,0,1
300.4,309.3,1766,28.2,207,0,8.900000000000034,5215.1694686652,0.13557692307692307,1,0
300.4,309.3,1671,35.0,209,0,8.900000000000034,6124.534878173302,0.16666666666666666,1,0
300.5,309.3,1373,48.8,211,0,8.800000000000011,7016.474920429491,0.230188679245283,1,0
300.5,309.4,1347,50.1,213,0,8.899999999999977,7066.981258323704,0.23411214953271028,0,1
300.5,309.3,1539,39.1,216,0,8.800000000000011,6301.500792350015,0.18018433179723503,0,1
300.5,309.3,1470,40.8,219,0,8.800000000000011,6280.672033056713,0.18545454545454546,1,0
300.5,309.3,1528,37.0,221,0,8.800000000000011,5920.4360754450845,0.16666666666666666,1,0
300.5,309.3,1471,45.2,223,0,8.800000000000011,6962.732742102083,0.2017857142857143,0,0
300.4,309.2,1528,37.2,228,0,8.800000000000011,5952.438432609653,0.16244541484716157,0,1
300.5,309.3,1417,51.5,231,1,8.800000000000011,7641.976489734731,0.22198275862068967,1,0
300.6,309.4,1549,43.4,233,0,8.799999999999955,7039.953089527319,0.18547008547008548,1,0
300.6,309.4,1463,49.2,235,0,8.799999999999955,7537.686085611064,0.20847457627118646,0,0
300.7,309.5,1479,43.6,240,0,8.800000000000011,6752.790577038189,0.18091286307053941,1,0
300.6,309.5,1867,23.0,242,0,8.899999999999977,4496.771004593311,0.09465020576131687,1,0
300.6,309.4,1471,44.1,244,0,8.799999999999955,6793.285706342961,0.18,1,0
300.6,309.4,1380,47.6,246,1,8.799999999999955,6878.8312743002125,0.19271255060728745,0,0
300.7,309.7,1623,32.7,0,0,9.0,5557.697315686095,32.7,0,0
300.8,309.7,1997,20.7,5,0,8.899999999999977,4328.894765160983,3.4499999999999997,1,0
300.7,309.6,1390,48.5,7,0,8.900000000000034,7059.682291391863,6.0625,0,0
300.8,309.7,1418,46.6,12,0,8.899999999999977,6919.755754600975,3.5846153846153848,1,0
300.8,309.7,1519,35.8,14,0,8.899999999999977,5694.681227358122,2.3866666666666663,1,0
300.8,309.7,1519,39.7,16,0,8.899999999999977,6315.0515286625,2.335294117647059,0,1
300.7,309.6,1536,37.2,19,0,8.900000000000034,5983.603031733264,1.86,0,1
300.8,309.6,1680,28.7,22,0,8.800000000000011,5049.167712849516,1.2478260869565216,1,0
300.6,309.4,1555,37.9,24,0,8.799999999999955,6171.606408099588,1.516,0,0
300.6,309.5,1471,49.6,29,0,8.899999999999977,7640.520885138569,1.6533333333333333,1,0
300.5,309.4,1877,23.8,31,0,8.899999999999977,4678.103732558513,0.74375,0,1
300.5,309.3,1578,30.5,34,0,8.800000000000011,5040.057094154105,0.8714285714285714,0,1
300.5,309.4,1655,32.1,37,0,8.899999999999977,5563.289350609485,0.8447368421052632,0,1
300.5,309.4,1502,34.3,40,0,8.899999999999977,5395.015176107703,0.8365853658536585,0,0
300.6,309.4,1367,63.2,45,1,8.799999999999955,9047.200411709935,1.373913043478261,0,1
300.7,309.5,1541,37.2,48,0,8.800000000000011,6003.080906185521,0.7591836734693879,1,0
300.6,309.6,1588,37.0,50,0,9.0,6152.91393181073,0.7254901960784313,0,1
300.6,309.6,1684,32.8,53,0,9.0,5784.216617985431,0.6074074074074074,1,0
300.6,309.5,1437,40.0,55,0,8.899999999999977,6019.291524278044,0.7142857142857143,1,0
300.6,309.6,1409,42.4,57,0,9.0,6256.125722456666,0.7310344827586207,1,0
300.5,309.5,1320,49.9,59,0,9.0,6897.680830221749,0.8316666666666667,0,1
300.5,309.5,1635,34.2,62,0,9.0,5855.614547026015,0.5428571428571429,0,0
300.5,309.5,1691,27.6,67,0,9.0,4887.438523042714,0.40588235294117647,0,1
300.6,309.6,1365,50.0,70,0,9.0,7147.123286916779,0.704225352112676,0,1
300.7,309.7,1523,38.2,73,0,9.0,6092.448745204639,0.5162162162162163,0,1
300.6,309.7,1593,32.4,76,0,9.099999999999966,5404.921664942023,0.42077922077922075,1,0
300.6,309.6,1682,30.7,78,0,9.0,5407.455883015919,0.3886075949367089,1,0
300.7,309.6,1329,54.3,80,0,8.900000000000034,7557.069712283711,0.6703703703703703,1,0
300.7,309.6,1568,35.2,82,0,8.900000000000034,5779.860276172453,0.4240963855421687,0,1
300.7,309.6,1733,24.8,85,0,8.900000000000034,4500.687523434785,0.28837209302325584,1,0
300.7,309.6,1473,48.1,87,0,8.900000000000034,7419.530785909551,0.5465909090909091,0,1
300.7,309.5,1633,31.3,90,0,8.800000000000011,5352.5303714556585,0.34395604395604396,0,1
300.6,309.5,1530,40.2,93,0,8.899999999999977,6440.893258389794,0.4276595744680851,0,1
300.6,309.5,1550,40.2,96,0,8.899999999999977,6525.087941506001,0.4144329896907217,0,1
300.6,309.4,1410,40.6,99,0,8.799999999999955,5994.787101580044,0.406,1,0
300.5,309.3,1574,33.5,101,0,8.800000000000011,5521.76796770454,0.3284313725490196,1,0
300.6,309.4,1425,40.3,103,0,8.799999999999955,6013.7937371342605,0.38749999999999996,1,0
300.6,309.4,1541,35.2,105,0,8.799999999999955,5680.334620906729,0.33207547169811324,0,1
300.7,309.5,1733,26.7,108,0,8.800000000000011,4845.498261117289,0.24495412844036696,0,1
300.6,309.4,2496,13.5,111,0,8.799999999999955,3528.6368685120556,0.12053571428571429,1,0
300.6,309.4,1552,36.4,113,0,8.799999999999955,5915.912182023914,0.3192982456140351,1,0
300.6,309.3,1409,38.7,115,0,8.699999999999989,5710.190223091344,0.33362068965517244,1,0
300.6,309.4,1581,35.7,117,0,8.799999999999955,5910.561002537302,0.30254237288135594,0,1
300.7,309.5,1251,59.9,120,0,8.800000000000011,7847.164377916192,0.49504132231404957,1,0
300.7,309.6,1500,44.1,122,0,8.900000000000034,6927.211801165495,0.35853658536585364,1,0
300.6,309.5,1576,38.8,124,0,8.899999999999977,6403.487361861051,0.31039999999999995,1,0
300.7,309.5,1352,44.0,126,0,8.800000000000011,6229.568792558321,0.3464566929133858,0,1
300.7,309.6,1661,30.3,129,0,8.900000000000034,5270.367251588773,0.23307692307692307,1,0
300.7,309.6,1541,34.6,131,0,8.900000000000034,5583.5107353230915,0.26212121212121214,1,0
300.6,309.6,1888,20.5,133,0,9.0,4053.073402151312,0.15298507462686567,0,0
300.5,309.5,1255,62.1,138,0,9.0,8161.386475128244,0.44676258992805756,1,0
300.6,309.6,1411,41.6,140,0,9.0,6146.798298111741,0.29503546099290784,1,0
300.6,309.5,1516,39.0,142,0,8.899999999999977,6191.450801694764,0.2727272727272727,1,0
300.6,309.5,1492,34.0,144,0,8.899999999999977,5312.223737710101,0.23448275862068965,0,1
300.6,309.6,1726,30.0,147,0,9.0,5422.388920095983,0.20270270270270271,1,0
300.7,309.7,1598,33.7,149,0,9.0,5639.43108455699,0.22466666666666668,1,0
300.8,309.8,1657,31.1,151,0,9.0,5396.491724654891,0.20460526315789473,1,0
300.8,309.7,1481,38.1,153,0,8.899999999999977,5908.927374357435,0.2474025974025974,1,0
300.7,309.7,1397,51.3,155,0,9.0,7504.8564423810485,0.32884615384615384,0,1
300.8,309.7,1461,44.3,158,0,8.899999999999977,6777.703406781155,0.27861635220125786,1,0
300.7,309.6,1388,51.1,160,0,8.900000000000034,7427.437127421084,0.3173913043478261,0,1
300.7,309.7,1507,52.4,163,0,9.0,8269.38395858315,0.3195121951219512,1,0
300.7,309.6,1421,49.8,165,0,8.900000000000034,7410.577246846819,0.3,0,1
300.8,309.7,1258,54.9,168,0,8.899999999999977,7232.3861115352065,0.3248520710059172,0,1
300.8,309.7,1482,39.0,171,0,8.899999999999977,6052.592406406096,0.22674418604651161,0,1
300.7,309.6,1403,51.3,174,0,8.900000000000034,7537.0891830068795,0.29314285714285715,0,0
300.8,309.7,1373,45.4,179,0,8.899999999999977,6527.622159579896,0.25222222222222224,1,0
300.9,309.7,1460,42.1,181,0,8.800000000000011,6436.704468185008,0.23131868131868133,1,0
300.8,309.7,1751,27.9,183,0,8.899999999999977,5115.8637248852265,0.15163043478260868,0,1
300.8,309.6,1546,42.3,186,0,8.800000000000011,6848.232161854245,0.22620320855614973,0,1
300.8,309.7,1680,28.2,189,0,8.899999999999977,4961.203118549001,0.14842105263157895,0,1
300.9,309.7,1394,48.8,192,0,8.800000000000011,7123.791725476119,0.25284974093264245,0,1
300.7,309.6,1810,26.0,195,0,8.900000000000034,4928.111675931189,0.1326530612244898,1,0
300.7,309.5,1479,34.5,197,0,8.800000000000011,5343.3778648582,0.17424242424242425,1,0
300.9,309.7,1431,41.4,199,0,8.800000000000011,6203.954340456052,0.207,1,0
300.9,309.7,2355,14.4,201,0,8.800000000000011,3551.256335617902,0.0712871287128713,1,0
300.7,309.6,1996,19.8,203,1,8.900000000000034,4138.6084981330505,0.09705882352941177,0,1
300.7,309.5,1461,49.9,0,0,8.800000000000011,7634.478555268163,49.9,1,0
300.7,309.5,2007,19.7,2,0,8.800000000000011,4140.399205945596,6.566666666666666,0,0
300.7,309.6,1505,34.9,7,0,8.900000000000034,5500.352777782569,4.3625,1,0
300.7,309.6,1925,20.5,9,0,8.900000000000034,4132.503336409574,2.05,0,0
300.7,309.5,1622,30.5,14,0,8.800000000000011,5180.591005524689,2.033333333333333,0,1
300.7,309.5,1592,29.0,17,0,8.800000000000011,4834.701654364452,1.6111111111111112,1,0
300.7,309.5,1850,24.5,19,0,8.800000000000011,4746.42290079858,1.225,1,0
300.7,309.5,1470,48.7,21,0,8.800000000000011,7496.782549261323,2.213636363636364,0,1
300.7,309.5,1445,46.4,24,0,8.800000000000011,7021.250141262947,1.8559999999999999,0,1
300.7,309.5,1685,31.1,27,0,8.800000000000011,5487.681687413092,1.1107142857142858,1,0
300.7,309.5,1667,30.5,29,0,8.800000000000011,5324.318869426421,1.0166666666666666,0,0
300.7,309.5,1578,35.4,34,0,8.800000000000011,5849.771184690338,1.0114285714285713,1,0
300.6,309.4,1691,28.0,36,0,8.799999999999955,4958.270965405652,0.7567567567567568,0,0
300.7,309.5,1439,43.8,41,0,8.800000000000011,6600.297669632939,1.0428571428571427,0,1
300.8,309.6,1404,38.7,44,0,8.800000000000011,5689.92695047569,0.8600000000000001,0,1
300.8,309.6,1498,45.8,47,0,8.800000000000011,7184.654847151665,0.9541666666666666,1,0
300.8,309.5,1481,44.5,49,0,8.699999999999989,6901.503101283618,0.89,0,1
300.7,309.4,1589,35.0,52,0,8.699999999999989,5823.989180979879,0.660377358490566,0,1
300.7,309.5,1467,44.3,55,0,8.800000000000011,6805.5379176919605,0.7910714285714285,1,0
300.6,309.4,1654,32.8,57,0,8.799999999999955,5681.1723789476855,0.5655172413793103,1,0
300.7,309.5,1508,39.9,59,0,8.800000000000011,6300.903889745832,0.6649999999999999,1,0
300.7,309.6,1439,43.0,61,0,8.900000000000034,6479.744287539187,0.6935483870967742,0,1
300.7,309.5,1692,30.3,64,0,8.800000000000011,5368.730517572669,0.46615384615384614,1,0
300.7,309.5,1838,24.9,66,0,8.800000000000011,4792.625256757372,0.37164179104477607,0,1
300.6,309.3,1601,40.2,69,0,8.699999999999989,6739.784383452327,0.5742857142857143,1,0
300.6,309.4,1369,51.6,71,0,8.799999999999955,7397.445389554814,0.7166666666666667,1,0
300.6,309.4,1312,45.2,73,0,8.799999999999955,6210.132806008111,0.6108108108108109,0,1
300.6,309.4,1468,44.1,76,0,8.799999999999955,6779.431282740631,0.5727272727272728,1,0
300.6,309.4,1452,39.4,78,0,8.799999999999955,5990.891526689592,0.49873417721518987,0,1
300.7,309.5,1393,43.9,81,0,8.800000000000011,6403.895768906019,0.5353658536585366,0,1
300.6,309.4,1432,44.2,84,0,8.799999999999955,6628.174068445794,0.52,0,1
300.6,309.3,1510,46.0,87,0,8.699999999999989,7273.834190611567,0.5227272727272727,0,1
300.6,309.4,1521,37.2,90,0,8.799999999999955,5925.169408376493,0.40879120879120884,0,1
300.5,309.4,1360,46.2,93,0,8.899999999999977,6579.751653678463,0.4914893617021277,0,0
300.5,309.3,1881,25.5,98,0,8.800000000000011,5022.935414192041,0.25757575757575757,0,1
300.4,309.3,1413,50.3,101,0,8.900000000000034,7442.841403399186,0.49313725490196075,1,0
300.5,309.4,1642,36.2,103,0,8.899999999999977,6224.584132214624,0.3480769230769231,0,0
300.5,309.5,1542,38.5,108,0,9.0,6216.897702188841,0.3532110091743119,1,0
300.4,309.5,1447,39.3,110,0,9.100000000000023,5955.108786365204,0.35405405405405405,1,0
300.4,309.4,1530,40.4,112,0,9.0,6472.937503456409,0.3575221238938053,0,0
300.5,309.5,1795,27.7,117,0,9.0,5206.823304182163,0.2347457627118644,1,0
300.6,309.6,1290,57.4,119,0,9.0,7754.078987590327,0.47833333333333333,1,0
300.6,309.7,1639,30.4,121,0,9.099999999999966,5217.72463069012,0.24918032786885244,1,0
300.7,309.8,1596,31.5,123,0,9.100000000000023,5264.680968885776,0.2540322580645161,1,0
300.6,309.8,1455,48.0,125,0,9.199999999999989,7313.627697557038,0.38095238095238093,1,0
300.6,309.8,1659,28.9,127,0,9.199999999999989,5020.799131187599,0.22578125,0,1
300.6,309.8,1532,42.5,130,0,9.199999999999989,6818.303255841048,0.3244274809160305,0,1
300.6,309.8,1502,42.4,133,0,9.199999999999989,6669.056660844508,0.3164179104477612,1,0
300.6,309.8,1688,28.6,135,0,9.199999999999989,5055.534673960791,0.21029411764705883,1,0
300.5,309.7,1341,50.9,137,0,9.199999999999989,7147.845853227105,0.36884057971014494,0,1
300.5,309.7,1685,29.4,140,0,9.199999999999989,5187.711948872826,0.20851063829787234,0,1
300.5,309.8,1370,55.9,143,0,9.300000000000011,8019.753006328903,0.38819444444444445,0,1
300.5,309.8,1461,52.5,146,0,9.300000000000011,8032.267017065704,0.35714285714285715,1,0
300.5,309.8,1550,37.4,148,0,9.300000000000011,6070.604204286677,0.25100671140939596,1,0
300.5,309.8,1508,37.8,150,0,9.300000000000011,5969.277369232893,0.2503311258278145,0,1
300.5,309.8,1345,62.7,153,0,9.300000000000011,8831.174028873587,0.40714285714285714,1,0
300.5,309.7,1616,34.5,155,0,9.199999999999989,5838.3357874312715,0.22115384615384615,1,0
300.5,309.7,1395,61.0,157,0,9.199999999999989,8911.127561907448,0.3860759493670886,1,0
300.5,309.8,1324,72.8,159,1,9.300000000000011,10093.643980669669,0.45499999999999996,0,0
300.5,309.8,1445,43.9,164,0,9.300000000000011,6642.950025893177,0.26606060606060605,1,0
300.5,309.8,1555,38.9,166,0,9.300000000000011,6334.445627310659,0.23293413173652694,0,1
300.6,309.9,1449,42.4,169,0,9.299999999999955,6433.73042713961,0.24941176470588233,0,1
300.5,309.9,1466,53.2,172,0,9.399999999999977,8167.219365488409,0.30751445086705204,0,1
300.5,309.9,1503,37.4,175,0,9.399999999999977,5886.527818737339,0.2125,1,0
300.4,309.7,1488,35.7,177,0,9.300000000000011,5562.880943564519,0.200561797752809,1,0
300.4,309.7,1314,50.2,179,0,9.300000000000011,6907.608263007094,0.2788888888888889,1,0
300.4,309.7,1547,38.0,181,0,9.300000000000011,6156.055524464319,0.2087912087912088,0,1
300.4,309.7,1466,39.8,184,0,9.300000000000011,6110.0626080157635,0.21513513513513513,0,1
300.3,309.6,1537,37.1,187,0,9.300000000000011,5971.403180261824,0.19734042553191491,1,0
300.2,309.5,1434,51.5,189,0,9.300000000000011,7733.658635341993,0.2710526315789474,0,1
300.4,309.6,1432,44.7,192,0,9.200000000000045,6703.15341311147,0.23160621761658032,1,0
300.5,309.6,1390,48.4,194,0,9.100000000000023,7045.1262454302305,0.2482051282051282,1,0
300.5,309.7,1580,42.8,196,0,9.199999999999989,7081.568720211872,0.21725888324873094,1,0
300.5,309.7,1589,30.5,198,0,9.199999999999989,5075.190571996752,0.15326633165829145,1,0
300.5,309.8,1441,48.8,200,0,9.300000000000011,7363.976955818571,0.2427860696517413,1,0
300.5,309.8,1305,51.7,202,0,9.300000000000011,7065.284798290765,0.25467980295566506,1,0
300.5,309.8,1566,35.9,204,0,9.300000000000011,5887.2818009741995,0.17512195121951218,0,1
300.5,309.8,1379,54.2,207,1,9.300000000000011,7826.942993202588,0.2605769230769231,1,0
300.4,309.6,1543,38.1,209,0,9.200000000000045,6156.296379901094,0.18142857142857144,1,0
300.5,309.8,1421,49.6,211,0,9.300000000000011,7380.815892441812,0.2339622641509434,1,0
300.5,309.6,1760,30.6,213,0,9.100000000000023,5639.787131724397,0.14299065420560747,1,0
300.4,309.5,1711,29.2,215,0,9.100000000000023,5231.924629484345,0.13518518518518519,1,0
300.5,309.6,1465,41.6,217,0,9.100000000000023,6382.040756012545,0.1908256880733945,1,0
300.5,309.6,1366,50.2,219,0,9.100000000000023,7180.968711771455,0.2281818181818182,1,0
300.4,309.5,1888,21.9,221,0,9.100000000000023,4329.868658883596,0.09864864864864864,0,1
300.5,309.5,1777,23.6,0,0,9.0,4391.653314404196,23.6,1,0
300.5,309.5,1379,55.6,2,0,9.0,8029.114952436602,18.533333333333335,1,0
300.4,309.5,1525,51.3,4,0,9.100000000000023,8192.488242398784,10.26,1,0
300.4,309.6,1563,34.0,6,0,9.200000000000045,5565.01722656896,4.857142857142857,0,1
300.5,309.7,1389,43.3,9,0,9.199999999999989,6298.23353599028,4.33,0,1
300.6,309.8,1447,42.9,12,0,9.199999999999989,6500.614934734535,3.3,0,1
300.6,309.7,1934,22.8,15,0,9.099999999999966,4617.638545952421,1.425,0,1
300.6,309.7,1470,43.8,18,0,9.099999999999966,6742.486153134413,2.305263157894737,0,0
300.6,309.7,1428,42.6,23,0,9.099999999999966,6370.3959192432385,1.7750000000000001,0,1
300.4,309.6,1319,48.1,26,0,9.200000000000045,6643.829671836183,1.7814814814814814,1,0
300.5,309.7,1887,24.3,28,0,9.199999999999989,4801.830123232391,0.8379310344827586,1,0
300.4,309.5,1349,50.4,30,0,9.100000000000023,7119.854262683619,1.6258064516129032,1,0
300.3,309.5,1665,31.4,32,0,9.199999999999989,5474.853517410932,0.9515151515151514,0,1
300.3,309.5,1474,38.7,35,0,9.199999999999989,5973.612767094849,1.0750000000000002,1,0
300.4,309.5,1543,38.9,37,0,9.100000000000023,6285.562445620802,1.0236842105263158,1,0
300.2,309.4,1459,43.9,39,0,9.199999999999989,6707.31078738972,1.0975,0,1
300.3,309.5,1551,37.9,42,0,9.199999999999989,6155.730893223449,0.8813953488372093,1,0
300.2,309.4,1981,21.4,44,0,9.199999999999989,4439.426466689784,0.4755555555555555,1,0
300.2,309.4,1526,35.3,46,0,9.199999999999989,5641.0228248348085,0.751063829787234,1,0
300.2,309.4,1501,40.0,48,0,9.199999999999989,6287.374097384373,0.8163265306122449,0,1
300.2,309.4,1558,38.3,51,0,9.199999999999989,6248.774395647266,0.7365384615384615,1,0
300.2,309.3,1532,43.2,53,0,9.100000000000023,6930.6047212313715,0.8,1,0
300.1,309.2,1326,55.9,55,0,9.099999999999966,7762.184296636588,0.9982142857142857,1,0
300.2,309.2,1431,51.3,57,0,9.0,7687.50863926076,0.8844827586206896,1,0
300.2,309.3,1366,49.3,59,0,9.100000000000023,7052.226244827344,0.8216666666666667,1,0
300.1,309.2,1421,42.5,61,0,9.099999999999966,6324.287811064053,0.6854838709677419,1,0
300.2,309.3,1506,35.6,63,0,9.100000000000023,5614.403063083391,0.55625,0,0
300.2,309.3,1342,48.7,68,0,9.100000000000023,6844.001483747413,0.7057971014492754,0,0
300.1,309.2,1427,37.6,73,0,9.099999999999966,5618.759404896369,0.5081081081081081,1,0
300.2,309.2,1667,29.9,75,0,9.0,5219.578170355737,0.39342105263157895,1,0
300.1,309.1,1400,46.7,77,0,9.0,6846.577589723355,0.5987179487179487,1,0
300.0,309.0,1709,32.1,79,0,9.0,5744.810574133904,0.40125,1,0
300.0,309.0,1368,45.8,81,0,9.0,6561.15342516921,0.5585365853658536,0,1
300.0,309.1,1882,23.8,84,0,9.100000000000023,4690.565383417752,0.28,1,0
300.1,309.1,1353,58.7,86,0,9.0,8316.95814333401,0.674712643678161,1,0
299.9,309.0,1553,40.0,88,0,9.100000000000023,6505.191188033265,0.449438202247191,1,0
300.0,309.1,1431,45.4,90,0,9.100000000000023,6803.370218760984,0.4989010989010989,1,0
300.1,309.1,1731,30.4,92,0,9.0,5510.604841808784,0.3268817204301075,0,1
300.1,309.2,1687,27.7,95,0,9.099999999999966,4893.543684766189,0.28854166666666664,0,1
300.1,309.2,1457,44.3,98,0,9.099999999999966,6759.147066173951,0.44747474747474747,0,1
